video	t	drone_lat	drone_lon	drone_alt	hit_lat	hit_lon	hit_alt	dist_m	gb_yaw	gb_pitch	f_px	file
C0004	0.0										C0004_t0000.jpg
C0004	6.0										C0004_t0006.jpg
C0004	8.0										C0004_t0008.jpg
C0004	14.0										C0004_t0014.jpg
C0004	22.0										C0004_t0022.jpg
C0004	26.0										C0004_t0026.jpg
C0004	30.0										C0004_t0030.jpg
C0004	34.0										C0004_t0034.jpg
C0004	48.0										C0004_t0048.jpg
C0004	54.0										C0004_t0054.jpg
C0004	134.0										C0004_t0134.jpg
C0004	142.0										C0004_t0142.jpg
C0004	164.0										C0004_t0164.jpg
C0004	166.0										C0004_t0166.jpg
C0004	208.0										C0004_t0208.jpg
C0004	226.0										C0004_t0226.jpg
C0004	236.0										C0004_t0236.jpg
C0004	250.0										C0004_t0250.jpg
C0004	254.0										C0004_t0254.jpg
C0004	266.0										C0004_t0266.jpg
C0004	276.0										C0004_t0276.jpg
C0004	284.0										C0004_t0284.jpg
C0004	296.0										C0004_t0296.jpg
C0004	316.0										C0004_t0316.jpg
C0004	380.0										C0004_t0380.jpg
C0004	396.0										C0004_t0396.jpg
