track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	441.7	440.7	441.7	906,644,282,236	363.3	13912.2	39.4824022	73.5886104	4811.3
1	442.7	440.7	443.7	812,576,252,212	326.5	12990.9	39.4824022	73.5886100	4811.3
2	415.7	410.7	415.7	1240,650,364,254	438.2	10531.4	39.4823998	73.5886107	4811.2
3	415.7	415.7	415.7	96,62,340,260	419.2	10129.4	39.4823998	73.5886107	4811.2
4	415.7	415.7	415.7	1448,738,368,294	457.8	9552.0	39.4823998	73.5886107	4811.2
5	416.7	416.7	416.7	112,46,330,256	407.3	9052.1	39.4824002	73.5886105	4811.2
6	369.6	363.6	378.6	974,516,286,226	361.7	8641.9	39.4824030	73.5886095	4811.2
7	415.7	415.7	415.7	1034,770,420,310	506.0	8613.1	39.4823998	73.5886107	4811.2
8	416.7	415.7	416.7	424,406,328,298	429.1	8460.2	39.4824002	73.5886105	4811.2
9	451.7	447.7	451.7	1342,580,538,500	657.6	8178.7	39.4824017	73.5886088	4811.3
10	442.7	438.7	442.7	128,214,372,326	488.4	8058.7	39.4824022	73.5886100	4811.3
11	201.3	199.3	202.3	896,0,44,570	568.2	7691.0	39.4826765	73.5864235	4706.6
12	198.3	197.3	200.3	704,6,92,644	643.9	7675.6	39.4826768	73.5864232	4706.5
13	413.7	413.7	417.7	1428,508,492,508	624.5	7503.0	39.4823995	73.5886105	4811.3
14	416.7	413.7	416.7	0,246,210,174	268.8	7460.6	39.4824002	73.5886105	4811.2
15	415.7	415.7	415.7	470,0,312,228	383.4	7442.9	39.4823998	73.5886107	4811.2
16	6.0	6.0	6.0	960,0,30,170	169.0	7430.9	39.4827256	73.5861359	4678.4
17	441.7	440.7	441.7	1070,822,238,258	334.3	7363.3	39.4824022	73.5886104	4811.3
18	442.7	440.7	442.7	128,40,374,300	472.8	7352.6	39.4824022	73.5886100	4811.3
19	206.3	203.3	207.3	890,162,62,806	803.8	7189.0	39.4826751	73.5864238	4706.5
20	416.7	414.7	416.7	482,620,304,232	362.0	7045.8	39.4824002	73.5886105	4811.2
21	206.3	206.3	206.3	578,56,74,836	834.3	7027.1	39.4826751	73.5864238	4706.5
22	193.3	193.3	193.3	1358,0,90,498	501.2	6934.3	39.4826776	73.5864245	4706.5
23	442.7	441.7	442.7	668,540,250,240	338.7	6933.6	39.4824022	73.5886100	4811.3
24	440.7	440.7	440.7	34,336,230,158	261.6	6922.7	39.4824021	73.5886108	4811.3
25	42.1	39.1	42.1	608,624,88,456	456.7	6911.7	39.4827248	73.5861310	4678.4
26	186.3	186.3	187.3	1100,0,48,384	383.8	6884.9	39.4826772	73.5864249	4706.5
27	169.3	169.3	174.3	516,50,82,638	637.7	6843.1	39.4826950	73.5863119	4694.0
28	416.7	408.7	420.7	238,490,218,204	288.8	6743.5	39.4824002	73.5886105	4811.2
29	416.7	416.7	416.7	184,0,310,292	407.4	6732.6	39.4824002	73.5886105	4811.2
30	70.1	70.1	72.1	458,392,118,576	578.2	6689.7	39.4827261	73.5861301	4678.4
31	415.7	415.7	415.7	1302,816,296,264	382.5	6687.3	39.4823998	73.5886107	4811.2
32	438.7	436.7	438.7	578,660,300,306	424.2	6679.9	39.4824020	73.5886113	4811.3
33	436.7	436.7	436.7	754,754,358,326	481.3	6603.7	39.4824020	73.5886112	4811.3
34	460.8	457.7	461.8	302,576,220,222	295.7	6547.8	39.4824019	73.5886074	4811.4
35	9.0	6.0	9.0	968,94,34,152	150.8	6530.1	39.4827251	73.5861348	4678.4
36	105.2	105.2	105.2	1374,518,22,338	336.0	6490.3	39.4827246	73.5861265	4678.4
37	27.0	26.0	29.0	510,466,102,278	290.8	6487.4	39.4827259	73.5861308	4678.4
38	440.7	440.7	440.7	1522,780,298,286	398.8	6487.1	39.4824021	73.5886108	4811.3
39	35.1	35.1	36.1	408,32,34,112	113.9	6484.6	39.4827241	73.5861331	4678.4
40	441.7	441.7	441.7	226,0,370,172	398.2	6473.1	39.4824022	73.5886104	4811.3
41	459.8	459.8	462.8	0,174,326,324	418.4	6436.1	39.4824018	73.5886079	4811.4
42	439.7	437.7	439.7	1272,838,296,242	376.3	6349.8	39.4824020	73.5886111	4811.3
43	187.3	186.3	187.3	444,28,84,404	403.3	6260.8	39.4826775	73.5864247	4706.5
44	7.0	7.0	8.0	972,0,20,102	101.3	6239.2	39.4827256	73.5861358	4678.4
45	440.7	440.7	440.7	406,556,222,240	321.0	6183.5	39.4824021	73.5886108	4811.3
46	205.3	203.3	206.3	1400,112,80,622	621.2	6160.4	39.4826755	73.5864238	4706.5
47	437.7	436.7	439.7	1602,598,318,310	431.3	6115.8	39.4824021	73.5886115	4811.3
48	435.7	435.7	436.7	1250,806,254,274	370.8	6080.2	39.4824020	73.5886106	4811.3
49	416.7	416.7	419.7	1456,720,354,316	467.1	6071.1	39.4824002	73.5886105	4811.2
50	462.8	461.8	462.8	0,216,348,286	438.1	5984.7	39.4824020	73.5886062	4811.4
51	459.8	455.7	462.8	598,322,130,138	185.1	5969.4	39.4824018	73.5886079	4811.4
52	171.3	171.3	171.3	682,262,44,514	512.4	5917.2	39.4826878	73.5863572	4698.7
53	440.7	440.7	441.7	678,774,224,200	295.9	5903.0	39.4824021	73.5886108	4811.3
54	416.7	412.7	420.7	94,472,198,186	264.6	5899.8	39.4824002	73.5886105	4811.2
55	458.8	458.8	462.8	196,202,238,266	351.3	5847.1	39.4824017	73.5886085	4811.4
56	416.7	416.7	416.7	568,880,204,200	280.0	5814.9	39.4824002	73.5886105	4811.2
57	442.7	442.7	442.7	974,738,212,186	274.0	5806.7	39.4824022	73.5886100	4811.3
58	436.7	436.7	436.7	556,196,208,184	270.4	5792.7	39.4824020	73.5886112	4811.3
59	119.2	118.2	119.2	892,678,84,344	346.2	5645.5	39.4827255	73.5861270	4678.4
60	441.7	441.7	442.7	1092,752,226,208	280.5	5626.4	39.4824022	73.5886104	4811.3
61	177.3	177.3	178.3	1280,532,40,434	431.8	5562.8	39.4826773	73.5864264	4706.6
62	194.3	194.3	194.3	538,206,130,530	522.1	5549.9	39.4826777	73.5864244	4706.5
63	116.2	115.2	118.2	1002,704,44,258	258.0	5515.6	39.4827257	73.5861263	4678.4
64	417.7	417.7	419.7	76,88,378,378	481.0	5500.1	39.4824005	73.5886103	4811.3
65	37.1	33.1	37.1	706,842,30,136	133.8	5494.9	39.4827244	73.5861327	4678.4
66	413.7	413.7	413.7	74,208,360,324	480.0	5494.5	39.4823995	73.5886105	4811.3
67	201.3	201.3	203.3	732,188,44,482	479.9	5481.4	39.4826765	73.5864235	4706.6
68	199.3	195.3	201.3	570,528,100,506	509.3	5469.4	39.4826770	73.5864231	4706.5
69	43.1	43.1	44.1	444,0,50,280	278.9	5453.9	39.4827247	73.5861306	4678.4
70	111.2	110.2	113.2	676,680,92,336	338.0	5417.5	39.4827257	73.5861258	4678.4
71	168.3	162.3	168.3	486,408,70,320	320.4	5396.2	39.4826991	73.5862848	4691.5
72	436.7	436.7	438.7	1540,500,270,290	384.8	5385.7	39.4824020	73.5886112	4811.3
73	437.7	437.7	438.7	724,600,228,286	351.3	5375.4	39.4824021	73.5886115	4811.3
74	435.7	432.7	439.7	764,502,230,248	331.0	5373.6	39.4824020	73.5886106	4811.3
75	91.1	91.1	91.1	820,788,62,246	247.9	5344.8	39.4827240	73.5861280	4678.4
76	102.2	97.2	104.2	1440,652,50,284	284.5	5315.7	39.4827244	73.5861270	4678.4
77	37.1	33.1	39.1	608,684,70,184	193.5	5229.9	39.4827244	73.5861327	4678.4
78	196.3	194.3	197.3	456,850,44,230	230.0	5218.8	39.4826771	73.5864239	4706.5
79	114.2	113.2	114.2	992,576,38,292	291.9	5212.9	39.4827255	73.5861257	4678.4
80	192.3	191.3	192.3	1300,0,38,346	344.8	5208.4	39.4826778	73.5864246	4706.6
81	413.7	413.7	413.7	1344,884,234,196	294.9	5165.0	39.4823995	73.5886105	4811.3
82	203.3	203.3	206.3	418,0,34,620	618.0	5136.8	39.4826761	73.5864240	4706.5
83	439.7	436.7	439.7	86,214,332,396	490.0	5136.6	39.4824020	73.5886111	4811.3
84	26.0	26.0	29.0	640,6,48,286	284.2	5099.9	39.4827263	73.5861305	4678.4
85	441.7	441.7	441.7	970,0,280,232	348.3	5084.4	39.4824022	73.5886104	4811.3
86	451.7	450.7	451.7	1384,460,242,188	290.4	5075.8	39.4824017	73.5886088	4811.3
87	116.2	116.2	117.2	1202,202,38,198	197.6	5034.6	39.4827257	73.5861263	4678.4
88	442.7	442.7	442.7	300,498,144,182	222.9	5020.3	39.4824022	73.5886100	4811.3
89	441.7	441.7	441.7	1304,872,260,208	326.3	5016.2	39.4824022	73.5886104	4811.3
90	442.7	439.7	442.7	530,692,166,154	222.5	5003.4	39.4824022	73.5886100	4811.3
91	439.7	439.7	439.7	850,112,238,220	314.0	4982.3	39.4824020	73.5886111	4811.3
92	115.2	115.2	117.2	1444,470,54,242	242.0	4971.2	39.4827256	73.5861260	4678.4
93	195.3	195.3	198.3	540,450,120,448	450.5	4962.7	39.4826776	73.5864243	4706.5
94	170.3	170.3	170.3	760,100,74,442	442.7	4945.0	39.4826914	73.5863352	4696.4
95	205.3	204.3	211.3	454,0,48,542	540.0	4944.7	39.4826755	73.5864238	4706.5
96	442.7	442.7	444.7	1234,720,134,126	180.9	4872.8	39.4824022	73.5886100	4811.3
97	193.3	193.3	193.3	460,678,50,402	400.7	4861.0	39.4826776	73.5864245	4706.5
98	203.3	201.3	204.3	1396,96,72,460	460.1	4824.5	39.4826761	73.5864240	4706.5
99	451.7	451.7	452.7	1410,762,292,318	412.9	4824.0	39.4824017	73.5886088	4811.3
100	109.2	105.2	109.2	1370,714,44,118	120.8	4823.6	39.4827257	73.5861261	4678.4
101	458.8	457.7	460.8	668,418,186,198	256.0	4815.6	39.4824017	73.5886085	4811.4
102	95.2	95.2	95.2	860,768,72,312	313.4	4800.0	39.4827241	73.5861278	4678.4
103	103.2	101.2	107.2	1162,530,18,250	248.0	4787.0	39.4827244	73.5861268	4678.4
104	385.6	385.6	394.6	0,536,310,168	343.5	4766.8	39.4824029	73.5886109	4811.3
105	413.7	408.7	417.7	1520,484,376,328	495.2	4762.9	39.4823995	73.5886105	4811.3
106	28.0	27.0	29.0	470,40,66,188	195.4	4762.0	39.4827254	73.5861310	4678.4
107	168.3	168.3	172.3	1146,214,20,204	202.2	4755.4	39.4826991	73.5862848	4691.5
108	205.3	205.3	205.3	1196,28,46,452	451.0	4742.3	39.4826755	73.5864238	4706.5
109	413.7	413.7	413.7	850,460,258,188	309.2	4741.1	39.4823995	73.5886105	4811.3
110	457.7	456.7	458.8	576,168,90,94	120.1	4715.4	39.4824015	73.5886086	4811.3
111	57.1	55.1	57.1	926,0,56,356	356.4	4689.9	39.4827247	73.5861307	4678.4
112	203.3	200.3	203.3	1374,306,52,410	408.9	4610.8	39.4826761	73.5864240	4706.5
113	56.1	55.1	57.1	926,226,34,244	242.8	4607.3	39.4827246	73.5861306	4678.4
114	76.1	76.1	76.1	1004,704,22,212	210.4	4552.0	39.4827247	73.5861300	4678.4
115	203.3	198.3	204.3	450,632,56,374	375.9	4549.2	39.4826761	73.5864240	4706.5
116	174.3	174.3	176.3	532,158,32,440	438.0	4545.2	39.4826795	73.5864129	4705.2
117	195.3	195.3	196.3	726,0,66,422	421.5	4540.5	39.4826776	73.5864243	4706.5
118	436.7	436.7	439.7	790,666,196,190	263.1	4540.0	39.4824020	73.5886112	4811.3
119	29.0	27.0	29.0	432,208,68,186	194.8	4539.8	39.4827251	73.5861312	4678.4
120	110.2	110.2	111.2	1284,620,18,262	260.0	4520.9	39.4827257	73.5861261	4678.4
121	443.7	443.7	444.7	678,614,210,226	302.8	4504.0	39.4824022	73.5886096	4811.3
122	457.7	456.7	457.7	1532,374,224,244	324.0	4491.7	39.4824015	73.5886086	4811.3
123	37.1	37.1	42.1	922,34,30,222	220.0	4470.2	39.4827244	73.5861327	4678.4
124	100.2	99.2	100.2	674,628,30,210	209.7	4452.6	39.4827245	73.5861274	4678.4
125	181.3	175.3	181.3	582,320,42,632	631.1	4448.1	39.4826780	73.5864249	4706.5
126	436.7	436.7	437.7	664,314,94,100	128.7	4445.3	39.4824020	73.5886112	4811.3
127	170.3	170.3	170.3	632,518,68,366	368.7	4431.6	39.4826914	73.5863352	4696.4
128	109.2	109.2	109.2	1474,862,24,218	216.2	4428.5	39.4827257	73.5861261	4678.4
129	457.7	456.7	462.8	714,694,114,116	159.8	4410.0	39.4824015	73.5886086	4811.3
130	175.3	174.3	176.3	522,524,30,456	454.0	4403.3	39.4826775	73.5864255	4706.5
131	94.2	91.1	94.2	766,828,66,252	257.9	4399.2	39.4827240	73.5861279	4678.4
132	198.3	195.3	198.3	566,412,70,402	398.7	4394.3	39.4826768	73.5864232	4706.5
133	76.1	76.1	76.1	894,454,96,342	350.0	4379.0	39.4827247	73.5861300	4678.4
134	208.3	208.3	214.4	1292,348,42,472	470.3	4364.3	39.4826742	73.5864245	4706.6
135	105.2	105.2	107.2	1074,838,34,220	218.4	4344.2	39.4827246	73.5861265	4678.4
136	206.3	206.3	206.3	460,10,64,430	428.8	4343.0	39.4826751	73.5864238	4706.5
137	92.2	92.2	96.2	676,228,56,226	226.6	4334.2	39.4827238	73.5861279	4678.4
