ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.579	стакан-марка-красная	2.2	43.5	порода-в-тени	1.821	6.3	12.0	-1.0	12.0	bbox	0	0.0	0.0	0.0	1473,167,136,210	17538.4			
2	2	1.428	стакан-марка-красная	11.0	10.2	снег-розовый	0.721	60.0	0.0	0.0	0.0	bbox	1	44.0	43.0	44.0	1411,0,106,29	7917.0			
3	3	1.932	рюкзак-синий	8.0	46.3	снег-пересвеченный	0.755	85.1	1.0	-6.0	6.1	bbox	2	1.0	0.0	5.0	1395,197,156,210	7577.4			
4	4	1.297	стакан-марка-красная	8.9	18.4	порода-в-тени	0.779	31.4	3.0	-3.0	4.2	bbox	3	0.0	0.0	1.0	1309,405,88,94	5893.7			
5	5	1.963	рюкзак-синий	12.0	35.3	порода-в-тени	0.793	3.5	2.0	-2.0	2.8	bbox	4	2.0	2.0	5.0	1533,0,182,125	5713.7			
6	6	1.706	рюкзак-синий	6.1	42.8	снег-пересвеченный	1.028	81.6	2.0	-8.0	8.2	bbox	5	112.0	112.0	114.0	1867,39,50,62	4882.4			
7	7	1.927	стакан-марка-красная	12.2	32.9	порода-в-тени	1.193	16.9	1.0	8.0	8.1	bbox	6	28.0	28.0	28.0	1819,3,94,117	4480.8			
8	8	1.148	стакан-марка-красная	8.5	11.8	снег-в-тени	1.789	38.0	14.0	-7.0	15.7	bbox	7	3.0	1.0	3.0	1676,915,27,165	4469.0			
9	9	1.676	стакан-марка-красная	11.2	25.9	снег-освещённый	0.588	75.7	1.0	-4.0	4.1	bbox	8	96.0	96.0	96.0	605,37,60,64	4132.4			
10	10	1.303	рюкзак-синий	8.1	23.1	порода-в-тени	0.694	15.7	0.0	-6.0	6.0	bbox	9	56.0	56.0	57.0	1827,0,41,429	4035.9			
11	11	1.396	рюкзак-синий	9.0	23.2	снег-в-тени	0.642	62.0	1.0	-5.0	5.1	bbox	10	2.0	2.0	3.0	1619,121,38,96	3820.7			
12	12	1.734	стакан-марка-красная	11.7	26.3	снег-освещённый	0.694	76.1	1.0	-5.0	5.1	bbox	11	98.0	98.0	98.0	421,31,57,56	3777.7			
13	13	0.400	рюкзак-синий	3.0	3.9	снег-в-тени	0.607	34.9	1.0	-11.0	11.0	bbox	12	122.0	122.0	122.0	477,1035,56,45	3643.5			
14	14	0.682	стакан-марка-красная	5.4	3.1	порода-охристая	0.735	46.7	13.0	6.0	14.3	bbox	13	1.0	1.0	1.0	1176,895,50,46	3322.2			
15	15	1.081	рюкзак-синий	2.0	29.4	снег-в-тени	0.893	68.2	1.0	-12.0	12.0	bbox	14	8.0	8.0	8.0	133,441,17,232	3299.3			
16	16	0.794	стакан-марка-красная	6.3	2.0	порода-охристая	0.653	47.8	9.0	7.0	11.4	bbox	15	3.0	3.0	3.0	1607,117,88,128	3067.2			
17	17	1.376	рюкзак-синий	5.1	34.1	снег-в-тени	0.907	72.9	0.0	-9.0	9.0	bbox	16	15.0	15.0	15.0	0,0,99,21	3021.8			
18	18	1.757	стакан-марка-красная	11.2	29.8	порода-в-тени	0.250	20.0	0.0	-1.0	1.0	bbox	17	8.0	8.0	8.0	11,437,22,260	2826.4			
19	19	1.355	рюкзак-синий	2.0	37.3	снег-в-тени	1.134	76.1	1.0	-12.0	12.0	bbox	18	28.0	28.0	29.0	383,0,170,29	2735.3			
20	20	0.762	рюкзак-синий	6.1	1.3	снег-в-тени	0.370	37.5	0.0	-8.0	8.0	bbox	19	117.0	116.0	117.0	481,427,48,29	2686.7			
21	21	0.793	стакан-марка-красная	4.1	16.9	снег-в-тени	1.495	32.9	10.0	-3.0	10.4	bbox	20	1.0	1.0	1.0	1565,77,36,36	2553.1			
22	22	0.849	рюкзак-синий	6.1	10.6	снег-в-тени	0.699	28.2	0.0	-8.0	8.0	bbox	21	57.0	57.0	57.0	1801,208,18,199	2462.8			
23	23	1.392	стакан-марка-красная	4.5	35.7	порода-в-тени	1.905	14.1	13.0	-3.0	13.3	bbox	22	2.0	0.0	3.0	1884,103,27,102	2455.3			
24	24	1.733	рюкзак-синий	12.0	24.3	порода-в-тени	0.448	14.5	1.0	-2.0	2.2	bbox	23	45.0	43.0	45.0	1743,954,72,65	2351.1			
25	25	1.294	стакан-марка-красная	8.1	22.7	снег-в-тени	1.458	27.1	10.0	-7.0	12.2	bbox	24	3.0	0.0	3.0	1651,769,26,144	2279.7			
26	26	1.338	стакан-марка-красная	10.4	8.2	снег-в-тени	0.792	41.6	1.0	-2.0	2.2	bbox	25	3.0	3.0	3.0	1369,65,146,70	2230.1			
27	27	0.447	рюкзак-синий	2.2	9.8	снег-в-тени	0.837	29.0	0.0	-12.0	12.0	bbox	26	98.0	97.0	98.0	1793,165,10,234	2203.3			
28	28	0.451	рюкзак-синий	1.0	12.1	снег-в-тени	1.162	26.7	1.0	-15.0	15.0	bbox	27	97.0	97.0	98.0	1808,330,6,215	2178.0			
29	29	1.771	стакан-марка-красная	11.4	29.4	снег-освещённый	0.285	79.2	0.0	-2.0	2.0	bbox	28	20.0	20.0	20.0	1635,13,22,40	1968.3			
30	30	1.015	рюкзак-синий	5.0	22.4	снег-в-тени	0.509	61.2	1.0	-9.0	9.1	bbox	29	19.0	19.0	19.0	1033,0,29,31	1903.3			
31	31	1.588	стакан-марка-красная	11.4	19.6	порода-охристая	0.931	30.2	18.0	10.0	20.6	bbox	30	2.0	2.0	6.0	1713,307,36,34	1769.4			
32	32	0.723	рюкзак-синий	5.0	10.2	снег-в-тени	0.707	28.6	1.0	-9.0	9.1	bbox	31	30.0	30.0	34.0	1193,323,38,20	1739.2			
33	33	0.509	рюкзак-синий	3.2	9.0	снег-в-тени	0.744	29.8	0.0	-11.0	11.0	bbox	32	98.0	97.0	98.0	1799,487,11,177	1712.0			
34	34	1.486	стакан-марка-красная	11.4	11.8	порода-в-тени	0.689	38.0	0.0	-2.0	2.0	bbox	33	49.0	49.0	49.0	1869,1033,30,47	1705.9			
35	35	0.801	рюкзак-синий	6.1	7.1	снег-в-тени	0.259	45.9	2.0	-8.0	8.2	bbox	34	79.0	79.0	79.0	1381,429,84,16	1654.2			
36	36	1.376	рюкзак-синий	11.0	1.2	снег-в-тени	0.696	40.0	1.0	-3.0	3.2	bbox	35	72.0	72.0	72.0	100,657,32,42	1633.2			
37	37	1.750	палка-древко-контроль	14.0	0.2	порода-в-тени	1.070	41.8	-8.0	-1.0	8.1	bbox	36	3.0	3.0	3.0	1894,0,26,17	1585.5			
38	38	1.467	рюкзак-синий	3.6	39.0	снег-в-тени	1.620	77.8	2.0	-17.5	17.6	bbox	37	28.0	28.0	29.0	913,41,94,20	1583.8			
39	39	1.495	стакан-марка-красная	9.2	26.7	снег-розовый	0.131	76.5	2.0	3.0	3.6	bbox	38	2.0	2.0	2.0	1367,291,92,34	1582.8			
40	40	2.048	стакан-марка-красная	11.0	42.4	снег-освещённый	0.424	92.2	0.0	0.0	0.0	bbox	39	3.0	3.0	3.0	1689,105,22,28	1570.2			
41	41	1.757	стакан-марка-красная	11.2	29.8	порода-в-тени	0.250	20.0	0.0	-1.0	1.0	bbox	40	44.0	44.0	45.0	1851,1014,44,66	1561.2			
42	42	0.793	рюкзак-синий	1.0	21.9	снег-в-тени	1.359	16.9	2.0	-14.0	14.1	bbox	41	56.0	56.0	57.0	1823,542,12,163	1507.0			
43	43	0.398	рюкзак-синий	3.0	3.7	снег-в-тени	0.602	35.1	1.0	-11.0	11.0	bbox	42	116.0	116.0	116.0	0,1023,21,42	1503.7			
44	44	0.647	рюкзак-синий	5.0	4.7	снег-в-тени	0.233	43.5	1.0	-9.0	9.1	bbox	43	38.0	38.0	38.0	1858,723,62,44	1479.6			
45	45	1.130	стакан-марка-красная	7.6	17.1	снег-в-тени	1.163	32.7	8.0	-6.0	10.0	bbox	44	2.0	0.0	2.0	1843,305,28,58	1477.6			
46	46	0.923	рюкзак-синий	7.0	8.2	снег-в-тени	0.640	30.6	1.0	-7.0	7.1	bbox	45	119.0	119.0	119.0	1789,583,30,38	1466.8			
47	47	0.786	рюкзак-синий	5.4	11.3	снег-в-тени	0.748	27.5	-1.0	-9.0	9.1	bbox	46	46.0	46.0	46.0	807,844,76,18	1439.8			
48	48	0.750	рюкзак-синий	4.1	15.3	снег-в-тени	0.902	23.5	0.0	-10.0	10.0	bbox	47	27.0	26.0	27.0	1817,657,14,130	1394.4			
49	49	1.017	рюкзак-синий	7.0	14.5	порода-в-тени	0.850	24.3	1.0	-7.0	7.1	bbox	48	113.0	113.0	113.0	1791,948,30,35	1384.6			
50	50	0.437	рюкзак-синий	2.2	9.4	снег-в-тени	0.825	29.4	0.0	-12.0	12.0	bbox	49	97.0	97.0	98.0	1812,61,9,175	1375.6			
51	51	1.803	стакан-марка-красная	10.2	35.7	порода-в-тени	0.437	14.1	1.0	-1.0	1.4	bbox	50	44.0	44.0	44.0	1677,1040,49,40	1354.0			
52	52	1.638	стакан-марка-красная	11.0	24.7	порода-в-тени	0.326	25.1	0.0	0.0	0.0	bbox	51	49.0	49.0	49.0	1335,919,32,20	1284.7			
53	53	0.971	рюкзак-синий	5.0	20.8	снег-в-тени	0.457	59.6	1.0	-9.0	9.1	bbox	52	46.0	46.0	46.0	1097,9,58,20	1282.8			
54	54	0.920	рюкзак-синий	6.7	10.6	снег-в-тени	1.426	49.4	7.0	-17.0	18.4	bbox	53	70.0	70.0	70.0	19,141,10,52	1256.7			
55	55	1.474	стакан-марка-красная	10.4	19.2	порода-в-тени	0.537	30.6	1.0	-2.0	2.2	bbox	54	72.0	72.0	78.0	97,341,32,22	1251.9			
56	56	0.808	рюкзак-синий	6.1	7.7	снег-в-тени	0.047	46.5	0.0	-8.0	8.0	bbox	55	118.0	118.0	118.0	0,624,15,36	1238.4			
57	57	1.661	стакан-марка-красная	10.2	29.8	порода-в-тени	0.375	20.0	1.0	-1.0	1.4	bbox	56	28.0	26.0	28.0	1497,801,44,40	1232.6			
58	58	0.662	рюкзак-синий	4.0	12.1	снег-в-тени	0.805	26.7	1.0	-10.0	10.0	bbox	57	112.0	112.0	112.0	0,0,68,15	1220.9			
59	59	0.817	рюкзак-синий	6.0	9.0	снег-в-тени	0.125	47.8	1.0	-8.0	8.1	bbox	58	88.0	88.0	91.0	1834,881,21,80	1200.8			
60	60	1.478	стакан-марка-красная	9.5	24.7	порода-охристая	1.502	25.1	20.0	4.0	20.4	bbox	59	2.0	2.0	2.0	1311,991,16,59	1192.2			
61	61	1.677	рюкзак-синий	11.0	26.6	порода-в-тени	0.460	12.2	0.0	-3.0	3.0	bbox	60	66.0	66.0	66.0	1913,0,7,77	1163.9			
62	62	0.926	рюкзак-синий	5.1	18.8	снег-в-тени	1.001	20.0	0.0	-9.0	9.0	bbox	61	88.0	88.0	88.0	1855,1053,28,21	1149.8			
63	63	1.180	стакан-марка-красная	9.2	7.1	порода-охристая	1.020	42.7	4.0	7.0	8.1	bbox	62	2.0	2.0	2.0	1461,273,54,20	1141.8			
64	64	1.367	стакан-марка-красная	5.4	33.3	порода-в-тени	1.127	16.5	6.0	3.0	6.7	bbox	63	1.0	1.0	5.0	1539,181,26,20	1136.0			
65	65	1.408	стакан-марка-красная	11.2	4.9	снег-в-тени	0.881	44.9	0.0	-1.0	1.0	bbox	64	64.0	64.0	64.0	1579,1027,28,28	1120.9			
66	66	1.275	рюкзак-синий	9.1	16.4	порода-в-тени	0.563	22.4	0.0	-5.0	5.0	bbox	65	113.0	113.0	113.0	1859,1047,24,33	1117.3			
67	67	1.924	рюкзак-синий	9.1	43.6	снег-пересвеченный	0.632	82.4	0.0	-5.0	5.0	bbox	66	35.0	35.0	35.0	1732,955,19,20	1095.8			
68	68	1.718	стакан-марка-красная	11.0	28.6	порода-в-тени	0.281	21.2	0.0	0.0	0.0	bbox	67	45.0	45.0	47.0	1898,1044,22,36	1083.8			
69	69	1.391	рюкзак-синий	11.0	4.7	снег-в-тени	0.643	43.5	0.0	-3.0	3.0	bbox	68	83.0	83.0	83.0	1825,161,28,16	1080.7			
70	70	1.478	рюкзак-синий	7.0	33.4	снег-в-тени	0.888	72.2	1.0	-7.0	7.1	bbox	69	40.0	40.0	40.0	965,95,20,51	1078.2			
71	71	1.095	стакан-марка-красная	8.5	7.6	порода-охристая	0.911	42.2	5.0	7.0	8.6	bbox	70	1.0	1.0	1.0	1441,521,48,16	1074.6			
72	72	1.023	рюкзак-синий	8.1	4.9	снег-в-тени	0.555	33.9	0.0	-6.0	6.0	bbox	71	120.0	120.0	120.0	1631,987,36,20	1073.6			
73	73	1.334	рюкзак-синий	8.0	24.7	снег-в-тени	0.627	63.5	1.0	-6.0	6.1	bbox	72	96.0	96.0	96.0	171,0,73,56	1072.7			
74	74	0.796	рюкзак-синий	6.0	7.4	снег-в-тени	0.600	31.4	1.0	-8.0	8.1	bbox	73	126.0	126.0	126.0	55,166,18,45	1056.9			
75	75	0.894	рюкзак-синий	7.0	5.1	снег-в-тени	0.533	33.7	1.0	-7.0	7.1	bbox	74	0.0	0.0	0.0	1273,297,38,40	1050.9			
76	76	1.225	рюкзак-синий	7.1	23.7	снег-в-тени	0.541	62.5	0.0	-7.0	7.0	bbox	75	123.0	122.0	123.0	1887,945,33,30	1047.4			
77	77	1.337	стакан-марка-красная	9.6	16.9	порода-в-тени	0.638	32.9	1.5	0.0	1.5	bbox	76	77.0	77.0	77.0	89,689,22,24	1036.9			
78	78	0.942	рюкзак-синий	6.3	14.3	снег-в-тени	0.421	53.1	3.0	-8.0	8.5	bbox	77	3.0	3.0	3.0	349,133,14,52	1036.6			
79	79	0.856	рюкзак-синий	6.3	9.2	снег-в-тени	0.662	29.6	-1.0	-8.0	8.1	bbox	78	98.0	97.0	98.0	1459,1055,32,25	1026.3			
