track	t_best	t0	t1	bbox	score	lat	lon	alt
0	0.0	0.0	0.0	1473,167,136,210	17538.4			
1	44.0	43.0	44.0	1411,0,106,29	7917.0			
2	1.0	0.0	5.0	1395,197,156,210	7577.4			
3	0.0	0.0	1.0	1309,405,88,94	5893.7			
4	2.0	2.0	5.0	1533,0,182,125	5713.7			
5	112.0	112.0	114.0	1867,39,50,62	4882.4			
6	28.0	28.0	28.0	1819,3,94,117	4480.8			
7	3.0	1.0	3.0	1676,915,27,165	4469.0			
8	96.0	96.0	96.0	605,37,60,64	4132.4			
9	56.0	56.0	57.0	1827,0,41,429	4035.9			
10	2.0	2.0	3.0	1619,121,38,96	3820.7			
11	98.0	98.0	98.0	421,31,57,56	3777.7			
12	122.0	122.0	122.0	477,1035,56,45	3643.5			
13	1.0	1.0	1.0	1176,895,50,46	3322.2			
14	8.0	8.0	8.0	133,441,17,232	3299.3			
15	3.0	3.0	3.0	1607,117,88,128	3067.2			
16	15.0	15.0	15.0	0,0,99,21	3021.8			
17	8.0	8.0	8.0	11,437,22,260	2826.4			
18	28.0	28.0	29.0	383,0,170,29	2735.3			
19	117.0	116.0	117.0	481,427,48,29	2686.7			
20	1.0	1.0	1.0	1565,77,36,36	2553.1			
21	57.0	57.0	57.0	1801,208,18,199	2462.8			
22	2.0	0.0	3.0	1884,103,27,102	2455.3			
23	45.0	43.0	45.0	1743,954,72,65	2351.1			
24	3.0	0.0	3.0	1651,769,26,144	2279.7			
25	3.0	3.0	3.0	1369,65,146,70	2230.1			
26	98.0	97.0	98.0	1793,165,10,234	2203.3			
27	97.0	97.0	98.0	1808,330,6,215	2178.0			
28	20.0	20.0	20.0	1635,13,22,40	1968.3			
29	19.0	19.0	19.0	1033,0,29,31	1903.3			
30	2.0	2.0	6.0	1713,307,36,34	1769.4			
31	30.0	30.0	34.0	1193,323,38,20	1739.2			
32	98.0	97.0	98.0	1799,487,11,177	1712.0			
33	49.0	49.0	49.0	1869,1033,30,47	1705.9			
34	79.0	79.0	79.0	1381,429,84,16	1654.2			
35	72.0	72.0	72.0	100,657,32,42	1633.2			
36	3.0	3.0	3.0	1894,0,26,17	1585.5			
37	28.0	28.0	29.0	913,41,94,20	1583.8			
38	2.0	2.0	2.0	1367,291,92,34	1582.8			
39	3.0	3.0	3.0	1689,105,22,28	1570.2			
40	44.0	44.0	45.0	1851,1014,44,66	1561.2			
41	56.0	56.0	57.0	1823,542,12,163	1507.0			
42	116.0	116.0	116.0	0,1023,21,42	1503.7			
43	38.0	38.0	38.0	1858,723,62,44	1479.6			
44	2.0	0.0	2.0	1843,305,28,58	1477.6			
45	119.0	119.0	119.0	1789,583,30,38	1466.8			
46	46.0	46.0	46.0	807,844,76,18	1439.8			
47	27.0	26.0	27.0	1817,657,14,130	1394.4			
48	113.0	113.0	113.0	1791,948,30,35	1384.6			
49	97.0	97.0	98.0	1812,61,9,175	1375.6			
50	44.0	44.0	44.0	1677,1040,49,40	1354.0			
51	49.0	49.0	49.0	1335,919,32,20	1284.7			
52	46.0	46.0	46.0	1097,9,58,20	1282.8			
53	70.0	70.0	70.0	19,141,10,52	1256.7			
54	72.0	72.0	78.0	97,341,32,22	1251.9			
55	118.0	118.0	118.0	0,624,15,36	1238.4			
56	28.0	26.0	28.0	1497,801,44,40	1232.6			
57	112.0	112.0	112.0	0,0,68,15	1220.9			
58	88.0	88.0	91.0	1834,881,21,80	1200.8			
59	2.0	2.0	2.0	1311,991,16,59	1192.2			
60	66.0	66.0	66.0	1913,0,7,77	1163.9			
61	88.0	88.0	88.0	1855,1053,28,21	1149.8			
62	2.0	2.0	2.0	1461,273,54,20	1141.8			
63	1.0	1.0	5.0	1539,181,26,20	1136.0			
64	64.0	64.0	64.0	1579,1027,28,28	1120.9			
65	113.0	113.0	113.0	1859,1047,24,33	1117.3			
66	35.0	35.0	35.0	1732,955,19,20	1095.8			
67	45.0	45.0	47.0	1898,1044,22,36	1083.8			
68	83.0	83.0	83.0	1825,161,28,16	1080.7			
69	40.0	40.0	40.0	965,95,20,51	1078.2			
70	1.0	1.0	1.0	1441,521,48,16	1074.6			
71	120.0	120.0	120.0	1631,987,36,20	1073.6			
72	96.0	96.0	96.0	171,0,73,56	1072.7			
73	126.0	126.0	126.0	55,166,18,45	1056.9			
74	0.0	0.0	0.0	1273,297,38,40	1050.9			
75	123.0	122.0	123.0	1887,945,33,30	1047.4			
76	77.0	77.0	77.0	89,689,22,24	1036.9			
77	3.0	3.0	3.0	349,133,14,52	1036.6			
78	98.0	97.0	98.0	1459,1055,32,25	1026.3			
79	97.0	93.0	98.0	607,159,28,24	1022.3			
80	114.0	114.0	114.0	1347,851,22,27	978.9			
81	25.0	25.0	26.0	982,961,16,32	967.0			
82	49.0	49.0	49.0	1401,971,22,20	963.7			
83	119.0	119.0	120.0	1914,53,6,110	957.1			
84	48.0	43.0	48.0	1809,579,16,30	942.0			
85	1.0	1.0	1.0	1377,1001,18,24	937.3			
86	38.0	34.0	38.0	610,347,15,34	937.2			
87	6.0	4.0	6.0	1369,365,28,16	926.5			
88	136.0	136.0	136.0	1881,355,39,14	923.2			
89	58.0	58.0	58.0	1545,1023,51,32	910.5			
90	3.0	3.0	3.0	1361,45,36,18	900.0			
91	57.0	57.0	57.0	1817,97,12,104	899.5			
92	2.0	2.0	2.0	1260,627,23,20	899.3			
93	98.0	98.0	98.0	1809,669,10,88	899.2			
94	59.0	59.0	59.0	1889,31,22,46	899.0			
95	1.0	1.0	5.0	1459,613,40,16	896.1			
96	53.0	53.0	53.0	631,309,24,24	891.2			
97	32.0	32.0	32.0	1480,348,21,23	882.8			
98	56.0	51.0	57.0	1825,438,8,93	874.5			
99	75.0	74.0	75.0	345,93,28,16	863.9			
100	121.0	121.0	121.0	489,939,27,18	859.5			
101	68.0	68.0	68.0	573,1028,28,21	850.9			
102	54.0	54.0	54.0	330,297,23,28	849.5			
103	53.0	53.0	55.0	551,239,32,18	839.5			
104	0.0	0.0	0.0	117,327,34,33	829.4			
105	2.0	2.0	2.0	1304,579,17,16	823.8			
106	51.0	51.0	51.0	1533,975,12,38	816.6			
107	3.0	3.0	3.0	1715,25,66,12	798.3			
108	97.0	97.0	98.0	1816,690,11,95	779.5			
109	105.0	103.0	106.0	1809,322,20,31	778.6			
110	28.0	28.0	28.0	1345,0,48,13	776.8			
111	120.0	119.0	120.0	1601,845,18,48	756.4			
112	45.0	45.0	45.0	1661,177,8,48	745.5			
113	2.0	2.0	2.0	1797,770,16,23	737.4			
114	32.0	31.0	33.0	610,422,15,39	730.1			
115	136.0	136.0	136.0	0,329,13,49	726.0			
116	80.0	80.0	80.0	1901,0,8,39	707.8			
117	48.0	48.0	48.0	147,145,14,28	702.6			
118	1.0	1.0	5.0	1505,33,13,30	700.6			
119	70.0	70.0	70.0	17,711,8,34	689.1			
120	44.0	43.0	44.0	1857,75,16,18	680.4			
121	79.0	79.0	79.0	1572,47,12,27	680.4			
122	29.0	29.0	29.0	1467,37,40,8	665.1			
123	10.0	10.0	10.0	1889,1043,31,10	657.5			
124	98.0	97.0	98.0	1895,1005,25,28	656.4			
125	3.0	3.0	3.0	1653,683,16,36	654.7			
126	75.0	75.0	75.0	507,717,24,22	654.5			
127	26.0	26.0	26.0	20,696,20,32	652.1			
128	48.0	48.0	48.0	45,17,14,32	646.5			
129	78.0	74.0	78.0	649,263,22,20	645.2			
130	9.0	9.0	9.0	129,777,16,23	643.6			
131	70.0	69.0	70.0	89,682,12,31	643.6			
132	124.0	124.0	124.0	126,1050,21,25	643.5			
133	43.0	43.0	47.0	1652,1056,33,24	635.2			
134	108.0	108.0	110.0	726,857,14,24	628.7			
135	119.0	119.0	119.0	1764,465,13,29	626.6			
136	28.0	28.0	28.0	0,63,33,16	624.4			
137	0.0	0.0	0.0	1265,725,23,41	610.1			
138	49.0	47.0	54.0	1505,97,15,16	607.2			
139	78.0	78.0	78.0	583,321,18,14	604.1			
140	71.0	71.0	71.0	1873,128,26,25	603.7			
141	52.0	51.0	52.0	1107,67,27,10	602.4			
142	17.0	17.0	17.0	948,55,16,15	601.6			
143	114.0	114.0	114.0	1269,0,40,15	599.6			
144	8.0	8.0	8.0	293,381,12,36	595.8			
145	62.0	62.0	62.0	1840,1065,17,15	595.6			
146	98.0	97.0	98.0	1801,8,4,45	594.2			
147	120.0	118.0	120.0	669,301,74,4	592.7			
148	136.0	136.0	136.0	1633,1042,40,25	582.2			
149	112.0	112.0	112.0	113,178,16,13	581.9			
150	112.0	112.0	112.0	1835,21,17,17	581.2			
151	51.0	51.0	52.0	1231,50,15,19	563.0			
152	109.0	109.0	109.0	913,938,40,31	561.1			
153	44.0	44.0	45.0	1611,865,9,38	545.1			
154	76.0	76.0	76.0	1817,785,8,36	540.4			
155	15.0	15.0	15.0	1297,0,23,14	535.6			
156	69.0	69.0	69.0	39,969,8,24	531.7			
157	136.0	136.0	136.0	1805,1060,24,20	531.6			
158	43.0	43.0	43.0	1818,61,23,21	528.1			
159	2.0	2.0	2.0	1367,561,18,12	516.5			
160	29.0	29.0	29.0	1371,5,44,12	513.8			
161	3.0	3.0	3.0	361,219,8,24	506.5			
162	105.0	105.0	105.0	475,1003,38,8	505.8			
163	46.0	46.0	46.0	741,17,40,16	503.6			
164	60.0	60.0	60.0	205,267,16,16	501.5			
165	31.0	31.0	31.0	160,945,17,20	500.4			
166	69.0	69.0	69.0	17,1063,16,17	499.6			
167	29.0	29.0	29.0	1538,127,7,54	491.6			
168	60.0	60.0	60.0	76,249,11,20	485.4			
169	18.0	18.0	18.0	1898,403,12,31	480.5			
170	105.0	105.0	105.0	1502,184,19,20	480.4			
171	121.0	121.0	121.0	453,712,14,13	479.2			
172	26.0	26.0	27.0	1609,1041,8,16	473.3			
173	123.0	123.0	123.0	1873,447,38,25	471.4			
174	70.0	70.0	70.0	137,787,10,28	470.0			
175	122.0	122.0	122.0	47,813,13,20	469.7			
176	122.0	122.0	122.0	15,987,14,18	468.2			
177	98.0	96.0	98.0	641,203,34,9	466.5			
178	28.0	28.0	28.0	1761,81,16,18	465.2			
179	23.0	23.0	23.0	1727,883,12,13	459.2			
180	29.0	27.0	29.0	1390,377,10,18	458.4			
181	70.0	69.0	70.0	89,877,18,12	456.0			
182	19.0	19.0	19.0	1315,237,12,25	455.5			
183	119.0	119.0	119.0	1758,595,23,12	455.1			
184	77.0	77.0	77.0	65,593,14,13	454.5			
185	70.0	70.0	70.0	1785,225,7,26	454.1			
186	68.0	64.0	68.0	961,793,8,22	452.4			
187	8.0	8.0	8.0	187,669,51,7	449.8			
188	72.0	64.0	72.0	57,361,12,16	449.7			
189	19.0	19.0	19.0	1439,429,14,14	446.8			
190	1.0	1.0	1.0	1668,895,9,22	444.3			
191	60.0	60.0	60.0	45,929,6,30	440.3			
192	0.0	0.0	1.0	631,807,8,38	439.2			
193	98.0	96.0	98.0	37,0,24,16	436.8			
194	48.0	46.0	48.0	1889,473,9,18	435.8			
195	115.0	115.0	115.0	726,844,21,11	429.0			
196	0.0	0.0	0.0	1341,9,34,22	427.1			
197	9.0	9.0	9.0	109,640,40,29	426.0			
198	71.0	71.0	71.0	1713,561,13,12	420.4			
199	0.0	0.0	1.0	641,919,14,40	420.0			
200	19.0	19.0	19.0	1370,212,21,15	417.3			
201	18.0	18.0	18.0	755,95,27,12	417.1			
202	8.0	8.0	8.0	348,541,15,20	415.1			
203	36.0	36.0	37.0	1062,433,12,12	414.9			
204	49.0	49.0	49.0	1349,801,12,12	414.0			
205	54.0	54.0	54.0	299,273,20,8	412.6			
206	36.0	36.0	37.0	845,972,12,14	411.9			
207	68.0	68.0	68.0	1196,1033,13,12	409.0			
208	53.0	53.0	53.0	1233,615,22,8	406.9			
209	129.0	129.0	129.0	1073,1050,16,13	406.8			
210	48.0	48.0	48.0	1601,842,10,19	401.7			
211	96.0	93.0	96.0	887,215,38,9	400.4			
212	96.0	96.0	96.0	1767,1020,20,21	397.8			
213	63.0	63.0	63.0	1823,322,6,39	396.2			
214	114.0	114.0	115.0	937,441,8,18	396.2			
215	48.0	48.0	48.0	1493,759,22,18	391.9			
216	110.0	110.0	110.0	1689,1011,24,10	391.9			
217	1.0	1.0	1.0	1715,1053,26,18	391.8			
218	46.0	46.0	46.0	1317,29,28,6	391.3			
219	81.0	81.0	82.0	377,28,12,14	390.9			
220	48.0	48.0	48.0	1417,507,16,20	387.9			
221	37.0	36.0	37.0	137,801,18,16	384.2			
222	66.0	66.0	66.0	1711,1045,16,22	382.8			
223	56.0	56.0	56.0	1845,697,20,14	380.3			
224	31.0	31.0	31.0	494,773,7,19	378.2			
225	79.0	79.0	79.0	1153,297,36,6	376.4			
226	42.0	42.0	42.0	916,753,25,13	375.4			
227	81.0	81.0	81.0	219,35,12,18	375.3			
228	88.0	88.0	88.0	1855,849,11,24	374.5			
229	0.0	0.0	0.0	1490,375,17,17	372.8			
230	76.0	75.0	76.0	705,593,12,14	371.7			
231	116.0	116.0	116.0	185,331,24,11	371.3			
232	77.0	76.0	77.0	1601,660,16,13	371.1			
233	50.0	50.0	50.0	1911,372,9,15	369.7			
234	105.0	103.0	106.0	97,857,8,13	369.4			
235	43.0	43.0	44.0	1859,327,14,30	369.0			
236	119.0	119.0	119.0	1684,521,15,14	368.4			
237	80.0	80.0	80.0	105,969,10,19	368.0			
238	28.0	28.0	28.0	1308,708,16,22	367.4			
239	10.0	10.0	11.0	537,303,14,22	366.4			
240	82.0	82.0	82.0	355,722,7,36	366.4			
241	68.0	68.0	68.0	1049,857,24,8	362.8			
242	40.0	40.0	40.0	1346,611,8,17	361.7			
243	136.0	136.0	136.0	520,56,12,17	361.0			
244	75.0	70.0	75.0	511,601,12,20	359.1			
245	0.0	0.0	0.0	655,1019,10,26	358.0			
246	70.0	70.0	70.0	99,959,20,18	357.5			
247	43.0	41.0	44.0	119,837,10,15	354.7			
248	34.0	33.0	34.0	642,991,13,14	351.1			
249	59.0	59.0	59.0	1775,115,14,14	350.0			
250	17.0	16.0	17.0	175,23,18,10	348.7			
251	70.0	70.0	70.0	82,609,9,18	348.7			
252	68.0	65.0	69.0	991,793,17,16	348.3			
253	49.0	49.0	49.0	1569,179,10,28	348.0			
254	2.0	2.0	2.0	83,861,11,11	343.6			
255	45.0	43.0	45.0	309,211,28,10	342.6			
256	115.0	112.0	115.0	747,786,9,20	341.7			
257	78.0	78.0	78.0	593,389,8,12	339.5			
258	59.0	59.0	59.0	1889,99,12,12	337.9			
259	71.0	67.0	71.0	1895,599,16,10	337.5			
260	41.0	41.0	41.0	1173,193,16,16	337.1			
261	124.0	124.0	126.0	1877,219,16,22	336.9			
262	60.0	60.0	60.0	1865,91,14,10	334.5			
263	71.0	71.0	71.0	1907,391,8,16	331.8			
264	3.0	3.0	3.0	1543,179,10,21	330.7			
265	73.0	73.0	76.0	33,0,6,17	328.8			
266	40.0	40.0	40.0	1831,119,6,20	327.4			
267	79.0	76.0	79.0	1857,233,32,6	326.0			
268	17.0	17.0	18.0	757,57,12,8	318.8			
269	115.0	114.0	115.0	609,519,16,8	317.4			
270	63.0	63.0	63.0	1220,1062,9,18	313.1			
271	69.0	69.0	69.0	235,605,10,14	309.8			
272	3.0	3.0	3.0	1617,0,8,17	308.9			
273	71.0	71.0	71.0	1801,948,8,29	308.3			
274	20.0	20.0	20.0	1178,103,9,17	306.6			
275	108.0	108.0	108.0	665,937,24,9	306.6			
276	1.0	1.0	1.0	756,897,5,36	304.6			
277	136.0	133.0	136.0	35,513,10,22	303.5			
278	77.0	77.0	78.0	187,323,14,10	303.1			
279	70.0	66.0	70.0	587,816,16,9	302.9			
280	51.0	51.0	52.0	1153,383,16,14	302.8			
281	29.0	29.0	29.0	1873,3,16,13	301.9			
282	15.0	15.0	15.0	1268,210,11,14	301.5			
283	43.0	43.0	45.0	1381,226,14,14	300.0			
284	13.0	13.0	15.0	1908,147,12,12	299.7			
285	9.0	9.0	9.0	257,513,30,14	298.6			
286	15.0	15.0	15.0	1687,0,8,13	298.2			
287	68.0	68.0	68.0	15,1025,10,8	298.2			
288	2.0	2.0	2.0	69,517,15,32	297.7			
289	60.0	60.0	60.0	1493,7,10,12	296.5			
290	59.0	55.0	59.0	1493,49,16,12	294.3			
291	2.0	2.0	2.0	1163,565,22,8	292.1			
292	77.0	77.0	77.0	33,567,10,10	291.6			
293	80.0	80.0	80.0	327,663,4,28	290.9			
294	41.0	41.0	41.0	1025,225,12,11	289.5			
295	2.0	2.0	6.0	1225,590,19,13	288.3			
296	65.0	64.0	65.0	1627,653,4,18	288.2			
297	45.0	45.0	45.0	1695,1055,14,16	286.0			
298	88.0	88.0	88.0	1841,1065,8,9	284.4			
299	79.0	77.0	79.0	281,325,14,20	283.4			
300	120.0	118.0	120.0	769,311,34,4	282.0			
301	11.0	11.0	13.0	1265,17,22,12	281.6			
302	1.0	1.0	1.0	745,698,4,35	281.4			
303	45.0	43.0	45.0	1145,101,16,12	280.3			
304	60.0	59.0	60.0	39,9,6,18	279.5			
305	46.0	43.0	46.0	1393,59,8,19	278.9			
306	74.0	74.0	74.0	87,199,12,16	277.4			
