t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	7653	26	0.3	3	ok
2.0	7640	26	0.3	3	ok
4.0	7640	26	0.3	3	ok
6.0	7640	25	0.3	3	ok
8.0	7640	24	0.3	3	ok
10.0	7640	24	0.3	3	ok
12.0	7640	24	0.3	2	ok
14.0	7640	23	0.3	2	ok
16.0	7582	23	0.3	2	ok
18.0	7640	23	0.3	2	ok
20.0	7582	23	0.3	2	ok
22.0	7524	23	0.3	2	ok
24.0	7640	23	0.3	2	ok
26.0	7582	23	0.3	2	ok
28.0	7524	23	0.3	2	ok
30.0	7582	25	0.3	3	ok
32.0	7524	27	0.4	3	ok
34.0	7134	28	0.4	3	ok
36.0	7134	27	0.4	3	ok
38.0	7129	27	0.4	3	ok
40.0	7129	28	0.4	3	ok
42.0	7124	28	0.4	3	ok
44.0	7124	28	0.4	3	ok
46.0	7124	28	0.4	3	ok
48.0	7124	28	0.4	3	ok
50.0	7129	28	0.4	3	ok
52.0	7134	28	0.4	3	ok
54.0	7266	28	0.4	3	ok
56.0	7470	28	0.4	3	ok
58.0	7283	28	0.4	3	ok
60.0	7398	28	0.4	3	ok
62.0	7398	28	0.4	3	ok
64.0	7398	28	0.4	3	ok
66.0	7283	28	0.4	3	ok
68.0	7169	29	0.4	3	ok
70.0	7251	28	0.4	3	ok
72.0	7169	28	0.4	3	ok
74.0	7169	28	0.4	3	ok
76.0	7251	28	0.4	3	ok
78.0	7366	28	0.4	3	ok
80.0	7366	28	0.4	3	ok
82.0	7366	28	0.4	3	ok
84.0	7398	29	0.4	3	ok
86.0	7398	29	0.4	3	ok
88.0	7398	29	0.4	3	ok
90.0	7438	29	0.4	3	ok
92.0	7334	30	0.4	3	ok
94.0	7334	30	0.4	3	ok
96.0	7251	31	0.4	3	ok
98.0	7334	31	0.4	3	ok
100.0	7408	31	0.4	3	ok
102.0	7482	32	0.4	3	ok
104.0	7334	32	0.4	4	ok
106.0	7482	32	0.4	3	ok
108.0	7482	27	0.4	3	ok
110.0	7498	28	0.4	3	ok
112.0	7567	33	0.4	3	ok
114.0	7684	60	0.8	6	ok
116.0	7626	33	0.4	3	ok
118.0	7567	30	0.4	3	ok
120.0	7646	30	0.4	3	ok
122.0	7567	30	0.4	3	ok
124.0	7498	30	0.4	3	ok
126.0	7532	30	0.4	3	ok
128.0	7567	30	0.4	3	ok
130.0	7646	31	0.4	3	ok
132.0	7724	31	0.4	3	ok
134.0	7724	32	0.4	3	ok
136.0	7646	32	0.4	3	ok
138.0	7567	32	0.4	3	ok
140.0	7567	33	0.4	4	ok
142.0	7455	34	0.5	4	ok
144.0	7567	34	0.5	4	ok
146.0	7533	36	0.5	4	ok
148.0	7755	37	0.5	4	ok
150.0	7755	38	0.5	4	ok
152.0	7533	39	0.5	4	ok
154.0	7533	40	0.5	4	ok
156.0	7533	41	0.6	4	ok
158.0	7533	43	0.6	5	ok
160.0	7342	45	0.6	5	ok
162.0	7560	46	0.6	5	ok
164.0	7820	48	0.6	5	ok
166.0	7560	49	0.6	5	ok
168.0	7300	51	0.7	6	ok
170.0	7194	50	0.7	6	ok
172.0	7074	52	0.7	6	ok
174.0	7060	54	0.8	6	ok
176.0	7013	57	0.8	6	ok
178.0	7013	57	0.8	6	ok
180.0	6443	57	0.9	7	ok
182.0	5826	57	1.0	8	ok
184.0	5826	57	1.0	8	ok
186.0	5826	57	1.0	8	ok
188.0	4516	57	1.3	10	ok
190.0	3205	57	1.8	14	ok
192.0	2826	62	2.2	17	ok
194.0	2447	62	2.5	20	ok
196.0	2447	62	2.5	20	ok
198.0	2447	58	2.4	19	ok
200.0	2447	51	2.1	17	ok
