t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0					no_focal
2.0	2396	149	6.2	50	ok
4.0	2443	149	6.1	49	ok
6.0	2396	146	6.1	49	ok
8.0	2443	138	5.6	45	ok
10.0	2443	124	5.1	41	ok
12.0	2489	109	4.4	35	ok
14.0	2628	97	3.7	30	ok
16.0	2767	88	3.2	25	ok
18.0	2879	83	2.9	23	ok
20.0	2990	61	2.1	16	ok
22.0	3054	59	1.9	15	ok
24.0	3054	58	1.9	15	ok
26.0	3054	61	2.0	16	ok
28.0	3054	67	2.2	18	ok
30.0	3054	61	2.0	16	ok
32.0	3054	73	2.4	19	ok
34.0	3054	74	2.4	19	ok
36.0	2911	74	2.6	20	ok
38.0	2911	74	2.6	20	ok
40.0	3054	73	2.4	19	ok
42.0	4195	72	1.7	14	ok
44.0	5323	71	1.3	11	ok
46.0	6470	69	1.1	9	ok
48.0	6737	60	0.9	7	ok
50.0	6737	52	0.8	6	ok
52.0	7263	52	0.7	6	ok
54.0	7541	50	0.7	5	ok
56.0	7541	50	0.7	5	ok
58.0	7597	50	0.7	5	ok
60.0	7597	57	0.7	6	ok
62.0	7653	61	0.8	6	ok
64.0	7653	60	0.8	6	ok
66.0	7653	61	0.8	6	ok
68.0	7653	62	0.8	6	ok
70.0	7653	61	0.8	6	ok
72.0	7653	60	0.8	6	ok
74.0	7653	59	0.8	6	ok
76.0	7742	58	0.7	6	ok
78.0	7742	57	0.7	6	ok
