t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	14907	53	0.4	3	ok
2.0	14907	53	0.4	3	ok
4.0	14907	53	0.4	3	ok
6.0	14907	53	0.4	3	ok
8.0	14344	54	0.4	3	ok
10.0	14344	54	0.4	3	ok
12.0	14344	54	0.4	3	ok
14.0	14344	54	0.4	3	ok
16.0	14344	55	0.4	3	ok
18.0	14344	55	0.4	3	ok
20.0	14344	55	0.4	3	ok
22.0	13781	55	0.4	3	ok
24.0	13695	55	0.4	3	ok
26.0	13695	55	0.4	3	ok
28.0	13695	55	0.4	3	ok
30.0	13781	55	0.4	3	ok
32.0					no_focal
34.0					no_focal
36.0	13781	57	0.4	3	ok
38.0	13695	57	0.4	3	ok
40.0	13695	57	0.4	3	ok
42.0	13610	58	0.4	3	ok
44.0	13610	58	0.4	3	ok
46.0	13610	58	0.4	3	ok
48.0	12766	59	0.5	4	ok
50.0	12766	67	0.5	4	ok
52.0	12766	67	0.5	4	ok
54.0	12766	67	0.5	4	ok
56.0	11922	68	0.6	5	ok
58.0	11922	69	0.6	5	ok
60.0	11922	70	0.6	5	ok
62.0	10956	70	0.6	5	ok
64.0	10956	72	0.7	5	ok
66.0	11922	72	0.6	5	ok
68.0	11922	73	0.6	5	ok
70.0	11922	75	0.6	5	ok
72.0	11922	75	0.6	5	ok
74.0	11922	75	0.6	5	ok
76.0	10956	51	0.5	4	ok
78.0	11922	69	0.6	5	ok
80.0	9437	75	0.8	6	ok
82.0	8721	76	0.9	7	ok
84.0	7613	67	0.9	7	ok
86.0	7570	56	0.7	6	ok
88.0	7570	80	1.1	9	ok
90.0	7570	80	1.1	9	ok
92.0	7570	81	1.1	9	ok
94.0	7570	81	1.1	9	ok
96.0	7613	81	1.1	8	ok
98.0	7613	80	1.1	8	ok
100.0	7613	80	1.0	8	ok
102.0	7613	80	1.0	8	ok
104.0	7613	77	1.0	8	ok
106.0	7570	75	1.0	8	ok
108.0	7570	77	1.0	8	ok
110.0	7570	77	1.0	8	ok
112.0	7570	76	1.0	8	ok
114.0	7570	74	1.0	8	ok
116.0	7570	70	0.9	7	ok
118.0	7570	69	0.9	7	ok
