t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	6585	67	1.0	8	ok
2.0	6585	68	1.0	8	ok
4.0	6585	68	1.0	8	ok
6.0	6585	69	1.0	8	ok
8.0	6585	69	1.1	8	ok
10.0	6585	70	1.1	8	ok
12.0	6720	70	1.0	8	ok
14.0	6855	70	1.0	8	ok
16.0	6720	66	1.0	8	ok
18.0	6720	105	1.6	13	ok
20.0	6720	65	1.0	8	ok
22.0	6855	74	1.1	9	ok
24.0	7640	81	1.1	8	ok
26.0	7622	76	1.0	8	ok
28.0	7640	86	1.1	9	ok
30.0	7640	78	1.0	8	ok
32.0	7613	78	1.0	8	ok
34.0	7613	79	1.0	8	ok
36.0	7640	79	1.0	8	ok
38.0	7627	78	1.0	8	ok
40.0	7640	78	1.0	8	ok
42.0	7627	78	1.0	8	ok
44.0	7627	77	1.0	8	ok
46.0	7613	77	1.0	8	ok
48.0	7609	77	1.0	8	ok
50.0	7605	77	1.0	8	ok
52.0	7591	77	1.0	8	ok
54.0	7487	77	1.0	8	ok
56.0	7564	77	1.0	8	ok
58.0	7564	78	1.0	8	ok
60.0	7564	78	1.0	8	ok
62.0	7564	79	1.0	8	ok
64.0	7537	79	1.0	8	ok
66.0	7461	80	1.1	9	ok
68.0	7384	80	1.1	9	ok
70.0	7336	82	1.1	9	ok
72.0	7384	83	1.1	9	ok
74.0	7384	84	1.1	9	ok
76.0	7336	85	1.2	9	ok
78.0	7288	85	1.2	9	ok
80.0	7226	85	1.2	9	ok
82.0	7288	86	1.2	9	ok
84.0	7288	86	1.2	9	ok
86.0	7226	87	1.2	10	ok
88.0	7288	88	1.2	10	ok
90.0					no_focal
92.0					no_focal
94.0					no_focal
