track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	2.0	2.0	3.0	1432,22,182,218	279.8	3160.2	39.4800350	73.5932098	5177.9
1	4.0	2.0	4.0	1662,90,204,166	255.5	2824.6	39.4800356	73.5932104	5177.9
2	4.0	2.0	4.0	1720,140,154,174	226.3	2738.9	39.4800356	73.5932104	5177.9
3	10.0	7.0	13.0	652,594,204,140	244.5	2712.5	39.4800367	73.5932099	5177.9
4	3.0	3.0	3.0	1728,40,112,162	191.5	2512.4	39.4800354	73.5932102	5177.9
5	2.0	2.0	3.0	1722,36,114,168	197.5	2194.3	39.4800350	73.5932098	5177.9
6	13.0	8.0	13.0	906,372,138,86	153.7	2168.2	39.4800380	73.5932095	5177.9
7	1.0	1.0	1.0	498,354,122,168	204.8	2119.0	39.4800346	73.5932096	5177.9
8	7.0	7.0	7.0	1516,560,76,46	85.0	2009.0	39.4800357	73.5932099	5177.9
9	5.0	5.0	5.0	906,528,90,134	150.2	1852.5	39.4800355	73.5932102	5177.9
10	3.0	2.0	4.0	1546,258,114,158	191.9	1798.5	39.4800354	73.5932102	5177.9
11	10.0	8.0	13.0	418,918,174,102	198.0	1769.6	39.4800367	73.5932099	5177.9
12	4.0	2.0	4.0	1608,40,162,98	185.4	1740.7	39.4800356	73.5932104	5177.9
13	5.0	5.0	13.0	478,248,90,118	136.5	1738.5	39.4800355	73.5932102	5177.9
14	1.0	1.0	1.0	616,918,108,154	178.4	1644.6	39.4800346	73.5932096	5177.9
15	7.0	7.0	13.0	1188,358,122,86	144.8	1581.5	39.4800357	73.5932099	5177.9
16	1.0	1.0	1.0	826,76,88,100	129.1	1577.9	39.4800346	73.5932096	5177.9
17	0.0	0.0	0.0	64,580,92,56	101.6	1540.7	39.4800359	73.5932100	5177.9
18	1.0	0.0	1.0	1122,826,72,118	132.5	1523.2	39.4800346	73.5932096	5177.9
19	1.0	1.0	1.0	422,470,62,88	104.9	1515.9	39.4800346	73.5932096	5177.9
20	0.0	0.0	1.0	124,406,102,60	113.8	1502.1	39.4800359	73.5932100	5177.9
21	3.0	3.0	3.0	1738,276,142,138	191.7	1477.5	39.4800354	73.5932102	5177.9
22	5.0	5.0	6.0	624,96,114,120	161.2	1426.8	39.4800355	73.5932102	5177.9
23	7.0	7.0	7.0	1834,486,80,54	90.4	1401.5	39.4800357	73.5932099	5177.9
24	7.0	7.0	13.0	1192,466,106,52	114.5	1396.6	39.4800357	73.5932099	5177.9
25	4.0	4.0	4.0	1604,132,142,130	183.0	1359.9	39.4800356	73.5932104	5177.9
26	1.0	1.0	1.0	726,110,62,72	89.6	1344.8	39.4800346	73.5932096	5177.9
27	5.0	5.0	5.0	1214,828,48,98	104.0	1344.8	39.4800355	73.5932102	5177.9
28	4.0	0.0	4.0	138,1016,66,64	87.7	1315.9	39.4800356	73.5932104	5177.9
29	7.0	7.0	13.0	590,358,92,58	105.9	1261.7	39.4800357	73.5932099	5177.9
30	4.0	4.0	4.0	174,722,94,96	128.8	1256.5	39.4800356	73.5932104	5177.9
31	1.0	1.0	5.0	888,1006,62,74	92.0	1251.4	39.4800346	73.5932096	5177.9
32	10.0	9.0	13.0	890,64,104,54	113.6	1211.8	39.4800367	73.5932099	5177.9
33	4.0	4.0	4.0	1300,0,102,98	138.1	1185.0	39.4800356	73.5932104	5177.9
34	2.0	2.0	2.0	1872,192,48,58	72.1	1179.0	39.4800350	73.5932098	5177.9
35	7.0	7.0	7.0	440,1008,84,52	96.0	1168.9	39.4800357	73.5932099	5177.9
36	7.0	7.0	7.0	660,818,74,56	88.3	1146.3	39.4800357	73.5932099	5177.9
37	1.0	1.0	1.0	448,636,86,116	130.0	1120.0	39.4800346	73.5932096	5177.9
38	5.0	5.0	5.0	710,304,58,86	101.0	1090.4	39.4800355	73.5932102	5177.9
39	0.0	0.0	0.0	814,86,92,54	101.9	1075.3	39.4800359	73.5932100	5177.9
40	6.0	6.0	6.0	510,992,90,42	94.3	1064.7	39.4800356	73.5932100	5177.9
41	5.0	5.0	5.0	548,360,52,82	94.3	1020.0	39.4800355	73.5932102	5177.9
42	0.0	0.0	0.0	312,786,78,48	88.8	1019.5	39.4800359	73.5932100	5177.9
43	12.0	8.0	13.0	402,1022,102,58	114.4	1009.2	39.4800378	73.5932096	5177.9
44	0.0	0.0	0.0	378,714,96,56	108.4	968.3	39.4800359	73.5932100	5177.9
45	6.0	6.0	6.0	584,218,68,40	73.1	954.2	39.4800356	73.5932100	5177.9
46	8.0	8.0	8.0	1036,474,82,56	92.8	926.9	39.4800359	73.5932100	5177.9
47	12.0	12.0	12.0	1126,1008,82,44	88.2	900.5	39.4800378	73.5932096	5177.9
48	0.0	0.0	0.0	158,836,118,58	126.3	880.6	39.4800359	73.5932100	5177.9
49	9.0	9.0	9.0	776,262,74,48	85.4	874.1	39.4800364	73.5932099	5177.9
50	5.0	5.0	5.0	1178,984,46,66	76.4	782.3	39.4800355	73.5932102	5177.9
51	6.0	6.0	6.0	1804,362,88,54	97.9	778.6	39.4800356	73.5932100	5177.9
52	5.0	5.0	5.0	1030,646,60,106	115.3	713.2	39.4800355	73.5932102	5177.9
53	6.0	6.0	6.0	1470,808,70,34	72.0	511.9	39.4800356	73.5932100	5177.9
54	6.0	6.0	6.0	1072,326,68,40	76.0	460.5	39.4800356	73.5932100	5177.9
55	6.0	6.0	6.0	6,456,72,50	84.4	444.8	39.4800356	73.5932100	5177.9
56	6.0	6.0	6.0	598,706,66,40	71.7	419.4	39.4800356	73.5932100	5177.9
57	6.0	6.0	6.0	582,936,66,34	71.6	417.7	39.4800356	73.5932100	5177.9
