ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.471	рюкзак-синий	10.3	20.0	порода-в-тени	1.119	18.8	6.0	-5.0	7.8	bbox	0	100.0	100.0	100.0	0,38,149,449	62157.8			
2	2	1.329	стакан-марка-красная	4.2	34.1	порода-охристая	1.855	15.7	14.0	-2.0	14.1	bbox	1	91.0	91.0	91.0	59,403,36,677	18636.4			
3	3	1.742	стакан-марка-красная	12.1	24.3	порода-охристая	1.579	25.5	22.0	6.0	22.8	bbox	2	5.0	5.0	7.0	0,0,153,635	14257.1			
4	4	1.394	стакан-марка-красная	8.5	25.1	снег-розовый	0.524	74.9	3.0	-2.0	3.6	bbox	3	100.0	100.0	100.0	218,827,92,253	12595.8			
5	5	1.515	стакан-марка-красная	8.9	28.6	порода-охристая	1.393	21.2	19.0	5.0	19.6	bbox	4	6.0	6.0	7.0	379,183,142,526	9380.2			
6	6	1.201	стакан-марка-красная	3.2	31.8	порода-охристая	1.145	18.0	12.0	4.0	12.6	bbox	5	71.0	66.0	71.0	0,963,65,81	9219.4			
7	7	1.060	рюкзак-синий	8.0	9.8	снег-в-тени	0.281	48.6	1.0	-6.0	6.1	bbox	6	33.0	33.0	33.0	1683,299,36,432	9007.2			
8	8	1.377	стакан-марка-красная	8.1	26.3	порода-охристая	1.269	23.5	18.0	5.0	18.7	bbox	7	7.0	7.0	8.0	393,0,168,299	8856.2			
9	9	1.645	рюкзак-синий	5.7	41.6	снег-в-тени	1.345	80.4	5.0	-10.0	11.2	bbox	8	100.0	100.0	100.0	365,13,67,84	8785.7			
10	10	1.778	рюкзак-синий	11.0	31.3	порода-в-тени	0.582	7.5	0.0	-3.0	3.0	bbox	9	63.0	63.0	68.0	0,865,131,215	7310.7			
11	11	1.456	рюкзак-синий	8.1	29.4	снег-в-тени	0.771	68.2	0.0	-6.0	6.0	bbox	10	39.0	39.0	39.0	1891,697,29,383	7235.7			
12	12	1.280	стакан-марка-красная	1.0	35.7	порода-охристая	1.626	14.1	11.0	0.0	11.0	bbox	11	101.0	100.0	102.0	474,837,53,112	6409.3			
13	13	1.417	стакан-марка-красная	2.8	38.4	порода-в-тени	1.412	11.4	9.0	-1.0	9.1	bbox	12	101.0	101.0	101.0	59,797,58,38	6404.3			
14	14	1.266	рюкзак-синий	10.0	4.3	порода-в-тени	0.676	34.5	0.0	-4.0	4.0	bbox	13	65.0	65.0	65.0	23,769,84,227	6323.9			
15	15	1.145	рюкзак-синий	8.6	11.0	снег-в-тени	1.010	49.8	8.0	-9.0	12.0	bbox	14	21.0	21.0	21.0	0,0,113,181	6090.4			
16	16	1.605	рюкзак-синий	7.0	37.7	снег-освещённый	0.923	76.5	1.0	-7.0	7.1	bbox	15	34.0	34.0	34.0	1745,662,28,287	5696.2			
17	17	1.579	стакан-марка-красная	2.2	43.5	порода-в-тени	1.470	6.3	9.0	0.0	9.0	bbox	16	91.0	91.0	91.0	33,199,38,198	5633.2			
18	18	1.243	рюкзак-синий	8.1	20.4	порода-в-тени	0.677	18.4	0.0	-6.0	6.0	bbox	17	21.0	19.0	21.0	0,725,76,355	5072.4			
19	19	1.947	рюкзак-синий	6.3	49.8	снег-пересвеченный	1.078	88.6	3.0	-8.0	8.5	bbox	18	101.0	101.0	101.0	647,97,50,52	5056.3			
20	20	0.397	рюкзак-синий	2.8	5.1	снег-в-тени	1.180	33.7	3.0	-16.0	16.3	bbox	19	20.0	20.0	21.0	0,0,65,69	4626.0			
21	21	1.441	рюкзак-синий	11.4	5.9	снег-в-тени	2.128	44.7	8.0	-23.0	24.4	bbox	20	102.0	102.0	102.0	301,637,106,206	4383.7			
22	22	1.525	стакан-марка-красная	6.7	35.7	порода-в-тени	1.365	14.1	8.0	-5.0	9.4	bbox	21	100.0	100.0	100.0	45,835,48,30	4351.0			
23	23	1.189	рюкзак-синий	8.1	17.7	снег-в-тени	0.398	56.5	0.0	-6.0	6.0	bbox	22	71.0	70.0	71.0	105,682,88,177	4215.5			
24	24	0.520	рюкзак-синий	4.1	1.9	снег-в-тени	0.464	36.9	0.0	-10.0	10.0	bbox	23	20.0	20.0	21.0	1685,0,235,65	4193.3			
25	25	1.912	стакан-марка-красная	10.3	39.6	порода-охристая	1.634	10.2	20.0	6.0	20.9	bbox	24	22.0	22.0	22.0	0,0,27,73	4113.2			
26	26	0.806	рюкзак-синий	6.0	8.3	снег-в-тени	0.128	47.1	1.0	-8.0	8.1	bbox	25	6.0	6.0	6.0	119,259,136,98	3971.8			
27	27	0.711	рюкзак-синий	5.1	8.8	снег-в-тени	0.280	47.6	2.0	-9.0	9.2	bbox	26	66.0	66.0	66.0	36,232,19,283	3964.3			
28	28	1.552	стакан-марка-красная	10.3	24.3	порода-охристая	1.367	25.5	20.0	6.0	20.9	bbox	27	7.0	7.0	7.0	75,275,304,84	3749.2			
29	29	1.126	рюкзак-синий	9.0	1.2	снег-в-тени	0.484	40.0	1.0	-5.0	5.1	bbox	28	70.0	66.0	71.0	91,575,76,170	3737.8			
30	30	0.769	рюкзак-синий	6.0	4.7	снег-в-тени	0.197	43.5	1.0	-8.0	8.1	bbox	29	6.0	6.0	7.0	161,709,218,371	3736.3			
31	31	1.661	стакан-марка-красная	10.2	29.8	порода-в-тени	0.375	20.0	1.0	-1.0	1.4	bbox	30	54.0	54.0	55.0	1829,1057,86,23	3636.5			
32	32	1.795	рюкзак-синий	8.1	41.6	снег-пересвеченный	0.724	80.4	0.0	-6.0	6.0	bbox	31	19.0	19.0	19.0	249,133,194,36	3495.1			
33	33	1.684	стакан-марка-красная	11.4	25.1	снег-в-тени	2.015	74.9	14.0	-10.0	17.2	bbox	32	101.0	101.0	101.0	599,35,60,27	3485.9			
34	34	0.926	стакан-марка-красная	3.0	23.7	порода-в-тени	1.642	26.1	11.0	-2.0	11.2	bbox	33	101.0	101.0	102.0	251,205,38,28	3309.1			
35	35	0.561	рюкзак-синий	4.2	5.1	снег-в-тени	1.239	43.9	4.0	-17.0	17.5	bbox	34	100.0	100.0	100.0	243,235,36,30	3208.0			
36	36	0.281	рюкзак-синий	2.2	0.8	снег-в-тени	1.042	39.6	0.0	-16.0	16.0	bbox	35	102.0	101.0	102.0	839,213,222,108	3178.1			
37	37	1.590	стакан-марка-красная	3.2	43.1	порода-в-тени	1.394	6.7	8.0	2.0	8.2	bbox	36	6.0	6.0	6.0	257,113,48,108	3016.6			
38	38	0.651	рюкзак-синий	3.2	14.5	снег-в-тени	1.403	24.3	0.0	-17.0	17.0	bbox	37	6.0	6.0	6.0	93,0,26,229	2992.1			
39	39	1.602	стакан-марка-красная	12.4	11.8	снег-розовый	0.729	61.6	-1.0	4.0	4.1	bbox	38	101.0	101.0	101.0	896,46,47,33	2934.2			
40	40	1.361	стакан-марка-красная	3.2	36.5	порода-охристая	1.683	13.3	14.0	0.0	14.0	bbox	39	102.0	102.0	102.0	41,213,46,106	2653.8			
41	41	2.273	палка-древко-контроль	18.0	9.1	порода-в-тени	1.000	32.5	-8.0	3.0	8.5	bbox	40	101.0	101.0	101.0	217,37,36,51	2500.8			
42	42	0.517	рюкзак-синий	4.1	1.2	снег-в-тени	0.440	37.6	0.0	-10.0	10.0	bbox	41	21.0	19.0	21.0	1700,104,220,68	2490.8			
43	43	1.161	рюкзак-синий	8.0	16.5	снег-в-тени	0.387	55.3	1.0	-6.0	6.1	bbox	42	65.0	65.0	67.0	107,1002,41,78	2477.0			
