track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	11.0	11.0	11.0	1528,238,166,38	167.9	2420.5	39.4861389	73.5856385	4439.9
1	12.0	12.0	12.0	1690,248,84,18	83.5	1971.2	39.4861384	73.5856386	4439.9
2	11.0	11.0	11.0	1732,408,182,32	180.7	1684.3	39.4861389	73.5856385	4439.9
3	11.0	11.0	12.0	1822,576,98,26	98.5	1530.0	39.4861389	73.5856385	4439.9
4	11.0	11.0	11.0	988,92,104,24	103.6	1220.4	39.4861389	73.5856385	4439.9
5	9.0	9.0	9.0	414,772,92,16	90.3	1164.5	39.4861394	73.5856379	4439.8
6	1.0	1.0	1.0	1712,606,94,20	92.8	1126.8	39.4861408	73.5856367	4439.8
7	11.0	11.0	11.0	1348,204,86,18	84.1	1094.4	39.4861389	73.5856385	4439.9
8	11.0	11.0	11.0	1792,368,120,28	118.0	961.2	39.4861389	73.5856385	4439.9
9	12.0	12.0	12.0	1360,550,94,20	92.4	906.1	39.4861384	73.5856386	4439.9
10	1.0	1.0	1.0	1826,618,94,18	92.5	892.5	39.4861408	73.5856367	4439.8
11	11.0	11.0	11.0	1794,708,102,18	100.4	834.0	39.4861389	73.5856385	4439.9
12	9.0	9.0	9.0	1052,122,84,20	82.9	767.9	39.4861394	73.5856379	4439.8
13	12.0	12.0	12.0	106,964,80,22	78.6	765.8	39.4861384	73.5856386	4439.9
14	13.0	13.0	13.0	1260,1006,100,14	98.0	723.4	39.4861384	73.5856385	4439.9
15	2.0	2.0	2.0	1840,900,80,14	78.3	617.7	39.4861406	73.5856367	4439.8
16	9.0	9.0	9.0	414,662,74,24	74.2	587.9	39.4861394	73.5856379	4439.8
17	12.0	12.0	12.0	40,888,74,12	72.0	554.9	39.4861384	73.5856386	4439.9
18	7.0	7.0	7.0	1624,324,82,12	80.6	456.3	39.4861397	73.5856371	4439.8
19	10.0	10.0	10.0	1796,194,90,14	87.7	446.3	39.4861392	73.5856382	4439.8
