ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	0.717	рюкзак-синий	5.0	9.8	снег-в-тени	0.179	48.6	1.0	-9.0	9.1	bbox	0	0.0	0.0	0.0	1237,877,4,6	53.4			
2	2	0.703	рюкзак-синий	5.5	4.1	снег-в-тени	0.223	42.9	1.0	-8.5	8.6	bbox	1	1.0	1.0	1.0	231,903,4,5	41.8			
3	3	0.548	рюкзак-синий	4.0	6.3	снег-в-тени	0.296	45.1	1.0	-10.0	10.0	bbox	2	0.0	0.0	0.0	1777,1026,6,7	41.6			
4	4	0.602	рюкзак-синий	3.5	11.6	снег-в-тени	0.349	50.4	1.0	-10.5	10.5	bbox	3	0.0	0.0	0.0	1031,977,4,4	41.0			
5	5	0.337	рюкзак-синий	2.2	5.3	снег-в-тени	0.816	33.5	-1.0	-13.0	13.0	bbox	4	1.0	1.0	1.0	1919,977,1,8	33.8			
6	6	0.401	рюкзак-синий	3.0	3.9	снег-в-тени	0.435	42.7	1.0	-11.0	11.0	bbox	5	1.0	1.0	1.0	1827,937,6,6	32.5			
7	7	0.443	рюкзак-синий	3.5	2.0	снег-в-тени	0.970	40.8	4.5	-14.0	14.7	bbox	6	0.0	0.0	0.0	697,101,6,4	26.9			
8	8	0.761	рюкзак-синий	5.0	12.2	снег-в-тени	0.210	51.0	1.0	-9.0	9.1	bbox	7	0.0	0.0	0.0	903,961,4,4	24.5			
9	9	0.664	рюкзак-синий	5.0	6.3	снег-в-тени	0.201	45.1	1.0	-9.0	9.1	bbox	8	0.0	0.0	0.0	97,711,4,2	20.4			
10	10	0.569	рюкзак-синий	3.0	12.0	снег-в-тени	0.409	50.8	1.0	-11.0	11.0	bbox	9	0.0	0.0	0.0	777,943,2,4	19.3			
11	11	0.726	рюкзак-синий	5.5	6.3	снег-в-тени	0.579	32.5	1.5	-8.5	8.6	bbox	10	0.0	0.0	0.0	877,489,3,2	18.5			
12	12	0.825	рюкзак-синий	6.6	2.0	снег-в-тени	0.258	40.8	0.0	-7.5	7.5	bbox	11	0.0	0.0	0.0	733,521,2,3	17.2			
13	13	0.477	рюкзак-синий	3.2	7.5	снег-в-тени	0.454	46.3	2.0	-11.0	11.2	bbox	12	0.0	0.0	0.0	649,161,4,2	16.4			
14	14	0.731	рюкзак-синий	4.6	12.6	снег-в-тени	0.227	51.4	0.0	-9.5	9.5	bbox	13	0.0	0.0	0.0	195,347,2,4	15.6			
15	15	0.553	рюкзак-синий	3.0	11.4	снег-в-тени	0.404	50.2	1.0	-11.0	11.0	bbox	14	0.0	0.0	0.0	1067,695,4,2	15.0			
16	16	0.623	рюкзак-синий	4.0	10.4	снег-в-тени	0.284	49.2	1.0	-10.0	10.0	bbox	15	0.0	0.0	0.0	601,575,4,2	13.9			
17	17	0.821	рюкзак-синий	5.0	14.9	снег-в-тени	0.276	53.7	1.0	-9.0	9.1	bbox	16	0.0	0.0	0.0	65,1007,3,2	10.8			
