track	t_best	t0	t1	bbox	score	lat	lon	alt
0	0.0	0.0	0.0	1237,877,4,6	53.4			
1	1.0	1.0	1.0	231,903,4,5	41.8			
2	0.0	0.0	0.0	1777,1026,6,7	41.6			
3	0.0	0.0	0.0	1031,977,4,4	41.0			
4	1.0	1.0	1.0	1919,977,1,8	33.8			
5	1.0	1.0	1.0	1827,937,6,6	32.5			
6	0.0	0.0	0.0	697,101,6,4	26.9			
7	0.0	0.0	0.0	903,961,4,4	24.5			
8	0.0	0.0	0.0	97,711,4,2	20.4			
9	0.0	0.0	0.0	777,943,2,4	19.3			
10	0.0	0.0	0.0	877,489,3,2	18.5			
11	0.0	0.0	0.0	733,521,2,3	17.2			
12	0.0	0.0	0.0	649,161,4,2	16.4			
13	0.0	0.0	0.0	195,347,2,4	15.6			
14	0.0	0.0	0.0	1067,695,4,2	15.0			
15	0.0	0.0	0.0	601,575,4,2	13.9			
16	0.0	0.0	0.0	65,1007,3,2	10.8			
